zip,state,city,lat,lng
76676,TX,Penelope,31.855148,-96.937164
76678,TX,Prairie Hill,31.659097,-96.809381
76679,TX,Purdon,31.948285,-96.585619
76680,TX,Reagan,31.229713,-96.741943
76681,TX,Richland,31.901785,-96.437262
76682,TX,Riesel,31.500247,-96.94764
76687,TX,Thornton,31.408326,-96.502378
76689,TX,Valley Mills,31.659876,-97.493461
76690,TX,Walnut Springs,32.059268,-97.751423
76691,TX,West,31.775385,-97.125843
76692,TX,Bonanza,31.959201,-97.33495
76693,TX,Wortham,31.786542,-96.420208
76701,TX,Waco,31.552452,-97.139608
76704,TX,Bellmead,31.575701,-97.126742
76705,TX,Bellmead,31.610787,-97.094575
76706,TX,Waco,31.517086,-97.119752
76707,TX,Waco,31.552709,-97.158824
76708,TX,Waco,31.576544,-97.178635
76710,TX,Waco,31.534981,-97.189891
76711,TX,Beverly Hills,31.519863,-97.150254
76712,TX,Woodway,31.505074,-97.231062
76801,TX,Early,31.704658,-98.975164
76820,TX,Art,30.775419,-99.093732
76821,TX,Ballinger,31.746836,-99.958927
76823,TX,Bangs,31.768388,-99.107657
76824,TX,Bend,31.11231,-98.482102
76825,TX,Fife,31.128304,-99.3372
76827,TX,Brookesmith,31.517602,-99.127729
76828,TX,Burkett,31.998623,-99.255258
76831,TX,Castell,30.697429,-98.931859
76832,TX,Cherokee,30.980598,-98.66332
76834,TX,Coleman,31.828651,-99.427007
76836,TX,Doole,31.415743,-99.550605
76837,TX,Eden,31.219219,-99.840658
76841,TX,Fort Mc Kavett,30.82903,-100.080928
76842,TX,Fredonia,30.921386,-99.12156
76844,TX,Goldthwaite,31.445769,-98.574405
76845,TX,Gouldbusk,31.551075,-99.51363
76848,TX,Hext,30.881632,-99.554008
76849,TX,Junction,30.47544,-99.74731
76850,TX,76850,30.879689,-99.299552
76852,TX,Lohn,31.317297,-99.38334
76853,TX,Lometa,31.216712,-98.400553
76854,TX,London,30.617101,-99.625527
76856,TX,Mason,30.743392,-99.226117
76857,TX,May,31.957082,-98.965646
76858,TX,Melvin,31.185145,-99.5439
76859,TX,Menard,30.911898,-99.784721
76861,TX,Miles,31.612052,-100.182292
76862,TX,Millersview,31.416745,-99.717137
76864,TX,Mullin,31.574829,-98.663542
76865,TX,Norton,31.879498,-100.131515
76866,TX,Paint Rock,31.504808,-99.913936
76867,TX,Pear Valley,31.297211,-99.494742
76869,TX,Pontotoc,30.890617,-99.021224
76870,TX,Priddy,31.687418,-98.501464
76871,TX,Richland Springs,31.275317,-98.850731
76872,TX,Rochelle,31.300011,-99.157229
76873,TX,Rockwood,31.503677,-99.374579
76874,TX,Roosevelt,30.532203,-99.916501
76875,TX,Rowena,31.64355,-100.019094
76877,TX,San Saba,31.162678,-98.730929
76878,TX,Santa Anna,31.721477,-99.321197
76880,TX,Star,31.479039,-98.415752
76882,TX,Talpa,31.803424,-99.674679
76883,TX,Telegraph,30.367365,-99.928369
76884,TX,Valera,31.77314,-99.563962
76885,TX,Valley Spring,30.836862,-98.832541
76887,TX,Voca,30.995874,-99.168203
76888,TX,Leaday,31.639194,-99.538536
76890,TX,Zephyr,31.669429,-98.818199
76901,TX,San Angelo,31.478165,-100.481752
76903,TX,San Angelo,31.470735,-100.438586
76904,TX,San Angelo,31.419411,-100.480036
76905,TX,San Angelo,31.464738,-100.390005
76930,TX,Barnhart,31.159647,-101.191752
76932,TX,Best,31.240592,-101.478776
76933,TX,Bronte,31.878939,-100.298765
76934,TX,Carlsbad,31.597995,-100.627501
76935,TX,Christoval,31.23461,-100.52031
76936,TX,Eldorado,30.86667,-100.58894
76937,TX,Eola,31.429812,-100.072892
76940,TX,Mereta,31.48632,-100.183391
76941,TX,Mertzon,31.282884,-100.822101
76943,TX,Ozona,30.716369,-101.238802
76945,TX,Robert Lee,31.895091,-100.510366
76949,TX,Silver,32.048371,-100.692229
76950,TX,Sonora,30.555752,-100.630667
76951,TX,Sterling City,31.835063,-101.001729
76955,TX,Vancourt,31.340417,-100.180367
76957,TX,Wall,31.369445,-100.322132
77002,TX,Houston,29.759366,-95.359361
77003,TX,Houston,29.748903,-95.339108
77004,TX,Houston,29.724687,-95.362546
77005,TX,Houston,29.717856,-95.426261
77006,TX,Houston,29.740899,-95.392255
77007,TX,Houston,29.773603,-95.403421
77008,TX,Houston,29.799096,-95.411797
77009,TX,Houston,29.793558,-95.367481
77010,TX,Houston,29.75125,-95.356549
77011,TX,Houston,29.741992,-95.307262
77012,TX,Houston,29.71491,-95.281925
77013,TX,Houston,29.784169,-95.230134
77014,TX,Houston,29.979637,-95.462497
77015,TX,Houston,29.785287,-95.185189
77016,TX,Houston,29.857855,-95.303199
77017,TX,Houston,29.686301,-95.255485
77018,TX,Houston,29.827166,-95.426631
77019,TX,Houston,29.751651,-95.40539
77020,TX,Houston,29.775759,-95.312101
77021,TX,Houston,29.69538,-95.356151
77022,TX,Houston,29.829862,-95.376862
77023,TX,Houston,29.724179,-95.317777
77024,TX,Houston,29.76958,-95.520063
77025,TX,Houston,29.688897,-95.434107
77026,TX,Houston,29.797168,-95.328775
77027,TX,Houston,29.739571,-95.446032
77028,TX,Houston,29.829657,-95.287886
77029,TX,Jacinto City,29.760326,-95.254861
77030,TX,V A Hospital,29.70372,-95.40619
77031,TX,Houston,29.658144,-95.541281
77032,TX,Houston,29.93676,-95.329883
77033,TX,Houston,29.668566,-95.338157
77034,TX,Houston,29.636395,-95.221615
77035,TX,Houston,29.651833,-95.485368
77036,TX,Houston,29.698447,-95.540464
77037,TX,Houston,29.889161,-95.393515
77038,TX,Houston,29.91956,-95.438601
77039,TX,Houston,29.906731,-95.33338
77040,TX,Jersey Village,29.879613,-95.529969
77041,TX,Houston,29.860187,-95.581663
77042,TX,Houston,29.740446,-95.558895
77043,TX,Houston,29.805181,-95.560734
77044,TX,Houston,29.863485,-95.19757
77045,TX,Houston,29.629717,-95.438166
77046,TX,Houston,29.73279,-95.431845
77047,TX,Houston,29.625443,-95.374993
77048,TX,Houston,29.632097,-95.341606
77049,TX,Houston,29.823471,-95.184815
77050,TX,Houston,29.901456,-95.284837
77051,TX,Houston,29.65792,-95.368763
77053,TX,Houston,29.596156,-95.458709
77054,TX,Houston,29.685209,-95.401677
77055,TX,Houston,29.797064,-95.495787
77056,TX,Houston,29.744584,-95.468282
77057,TX,Houston,29.74217,-95.490253
77058,TX,Houston,29.574787,-95.057413
77059,TX,Houston,29.597493,-95.113354
77060,TX,Houston,29.933462,-95.398061
77061,TX,Houston,29.665221,-95.278987
77062,TX,Houston,29.572084,-95.130292
77063,TX,Houston,29.734843,-95.522039
77064,TX,Houston,29.918981,-95.556894
77065,TX,Houston,29.931933,-95.61063
77066,TX,Houston,29.961027,-95.494717
77067,TX,Houston,29.954717,-95.452158
77068,TX,Houston,30.006867,-95.489661
77069,TX,Houston,29.986292,-95.520827
77070,TX,Houston,29.978099,-95.58027
77071,TX,Houston,29.651838,-95.517554
77072,TX,Houston,29.699026,-95.586155
77073,TX,Houston,30.019767,-95.408671
77074,TX,Houston,29.689601,-95.510588
77075,TX,Houston,29.622276,-95.259983
77076,TX,Houston,29.85801,-95.383442
77077,TX,Houston,29.747656,-95.602991
77078,TX,Houston,29.849724,-95.258208
77079,TX,Houston,29.773759,-95.597993
77080,TX,Houston,29.815854,-95.522986
77081,TX,Houston,29.711926,-95.484531
77082,TX,Houston,29.722283,-95.628533
77083,TX,Houston,29.694709,-95.651098
77084,TX,Houston,29.844022,-95.662329
77085,TX,Houston,29.621787,-95.481945
77086,TX,Houston,29.922667,-95.493868
77087,TX,Houston,29.687579,-95.301062
77088,TX,Houston,29.881694,-95.453877
77089,TX,Houston,29.593978,-95.221786
77090,TX,Houston,30.016673,-95.447002
77091,TX,Houston,29.853448,-95.443521
77092,TX,Houston,29.832391,-95.472031
77093,TX,Houston,29.861661,-95.340286
77094,TX,Houston,29.770536,-95.710742
77095,TX,Houston,29.894115,-95.648082
77096,TX,Houston,29.672205,-95.486066
77098,TX,Houston,29.734987,-95.411778
77099,TX,Houston,29.670869,-95.586613
77301,TX,Conroe,30.312535,-95.452667
77302,TX,Grangerland,30.250357,-95.416087
77303,TX,Cut And Shoot,30.344456,-95.369725
77304,TX,Panorama Village,30.327351,-95.495244
77327,TX,Cleveland,30.329977,-95.020152
77331,TX,Coldspring,30.602661,-95.10858
77335,TX,Goodrich,30.607909,-94.95922
77336,TX,Huffman,30.056491,-95.105069
77338,TX,Humble,30.004091,-95.282476
77339,TX,Humble,30.056333,-95.210716
77340,TX,Huntsville,30.73435,-95.534186
77345,TX,Humble,30.056641,-95.170654
77346,TX,Humble,30.004195,-95.172815
77351,TX,Segno,30.718018,-94.935278
77355,TX,Magnolia,30.1678,-95.688989
77356,TX,Montgomery,30.363932,-95.650342
77357,TX,New Caney,30.157933,-95.197968
77358,TX,New Waverly,30.535357,-95.453194
77359,TX,Oakhurst,30.71262,-95.309478
77362,TX,Pinehurst,30.158052,-95.681406
77363,TX,Plantersville,30.296931,-95.849812
77364,TX,Pointblank,30.75926,-95.229494
77365,TX,Porter,30.123731,-95.268613
77371,TX,Shepherd,30.483396,-95.092913
77372,TX,Splendora,30.232609,-95.199308
77373,TX,Spring,30.053241,-95.377329
77375,TX,Tomball,30.073923,-95.62006
77378,TX,Willis,30.432025,-95.497583
77379,TX,Klein,30.023377,-95.528481
77380,TX,The Woodlands,30.13739,-95.468944
77381,TX,The Woodlands,30.168887,-95.500743
77384,TX,Conroe,30.225725,-95.492392
77385,TX,Conroe,30.187695,-95.428789
77386,TX,Spring,30.128805,-95.423943
77388,TX,Spring,30.050546,-95.469456
77389,TX,Spring,30.104398,-95.506624
77396,TX,Humble,29.950697,-95.262186
77401,TX,Bellaire,29.702313,-95.461106
77414,TX,Sargent,28.96183,-95.92817
77417,TX,Beasley,29.479045,-95.968145
77418,TX,Bellville,29.96583,-96.253083
77419,TX,Blessing,28.864947,-96.217956
77420,TX,Boling,29.252874,-95.974045
77422,TX,Brazoria,29.023642,-95.586683
77423,TX,Brookshire,29.807168,-95.975537
77426,TX,Chappell Hill,30.183271,-96.234739
77429,TX,Cypress,29.976608,-95.635778
77430,TX,Damon,29.301381,-95.703577
77432,TX,Danevang,29.066969,-96.19765
77433,TX,Cypress,29.883633,-95.702456
77434,TX,Eagle Lake,29.584236,-96.335367
77435,TX,East Bernard,29.470458,-96.121115
77437,TX,El Campo,29.200776,-96.274266
77440,TX,Elmaton,28.83209,-96.13351
77441,TX,Fulshear,29.721698,-95.897682
77442,TX,Garwood,29.476001,-96.491925
77444,TX,Guy,29.332676,-95.770227
77445,TX,Hempstead,30.091973,-96.071648
77447,TX,Hockley,30.072888,-95.810447
77449,TX,Park Row,29.819922,-95.729267
77450,TX,Park Row,29.767632,-95.744506
77455,TX,Louise,29.14908,-96.392374
77456,TX,Markham,28.954701,-96.092768
77457,TX,Matagorda,28.764926,-95.951891
77458,TX,Midfield,28.936166,-96.226527
77459,TX,Missouri City,29.570434,-95.542284
77461,TX,Needville,29.41165,-95.827288
77465,TX,Palacios,28.71504,-96.215439
77468,TX,Pledger,29.179208,-95.898591
77469,TX,Clodine,29.593226,-95.752122
77471,TX,Rosenberg,29.549727,-95.798213
77474,TX,Sealy,29.782632,-96.159189
77477,TX,Stafford,29.622816,-95.567764
77478,TX,Sugar Land,29.634153,-95.621856
77479,TX,Sugar Land,29.578537,-95.606591
77480,TX,Sweeny,29.041508,-95.700363
77482,TX,Van Vleck,29.013879,-95.938903
77483,TX,Wadsworth,28.614288,-95.971307
77484,TX,Waller,30.086008,-95.961275
77485,TX,Wallis,29.63968,-96.045574
77486,TX,West Columbia,29.140823,-95.669388
77488,TX,Wharton,29.320488,-96.085828
77489,TX,Missouri City,29.596206,-95.511512
77493,TX,Park Row,29.804876,-95.815988
77494,TX,Park Row,29.750893,-95.811675
77502,TX,Pasadena,29.678945,-95.198193
77503,TX,Pasadena,29.687696,-95.15721
77504,TX,Pasadena,29.650133,-95.188478
77505,TX,Pasadena,29.651753,-95.146388
77506,TX,Pasadena,29.70087,-95.19895
77507,TX,Pasadena,29.6055,-95.079365
77510,TX,Alta Loma,29.371854,-95.089429
77511,TX,Alvin,29.41195,-95.251535
77514,TX,Monroe City,29.780987,-94.554819
77515,TX,Angleton,29.181049,-95.446661
77517,TX,Arcadia,29.380259,-95.129003
77518,TX,Bacliff,29.505506,-94.989293
77519,TX,Batson,30.22502,-94.60959
77520,TX,Baytown,29.746063,-94.965265
77521,TX,Baytown,29.770482,-94.969549
77530,TX,Channelview,29.791438,-95.131655
77531,TX,Clute,29.032502,-95.402595
77532,TX,Barrett,29.937812,-95.07522
77534,TX,Danbury,29.229082,-95.343465
77535,TX,Dayton,30.010208,-94.878747
77536,TX,Deer Park,29.682571,-95.122192
77538,TX,Devers,29.997835,-94.574615
77539,TX,San Leon,29.466033,-95.034496
77541,TX,Quintana,28.96968,-95.371389
77545,TX,Fresno,29.52931,-95.462608
77546,TX,Friendswood,29.522399,-95.187888
77547,TX,Galena Park,29.739204,-95.240001
77550,TX,Galveston,29.298272,-94.79297
77551,TX,Galveston,29.276584,-94.830334
77554,TX,Galveston,29.229638,-94.913716
77560,TX,Hankamer,29.87524,-94.593846
77562,TX,Highlands,29.829599,-95.039286
77563,TX,Hitchcock,29.339835,-94.992591
77564,TX,Hull,30.13337,-94.660382
77565,TX,Clear Lake Shore,29.543823,-95.039209
77566,TX,Lake Jackson,29.039275,-95.440119
77568,TX,La Marque,29.3676,-94.974159
77571,TX,Shoreacres,29.660098,-95.05721
77573,TX,League City,29.517281,-95.096274
77575,TX,Ames,30.072794,-94.763819
77577,TX,Liverpool,29.311457,-95.240754
77578,TX,Manvel,29.469381,-95.35033
77581,TX,Pearland,29.561656,-95.272069
77583,TX,Rosharon,29.420329,-95.453732
77584,TX,Pearland,29.540479,-95.320778
77585,TX,Saratoga,30.339817,-94.571718
77586,TX,El Lago,29.572895,-95.028739
77587,TX,South Houston,29.660097,-95.22582
77590,TX,Texas City,29.396984,-94.920298
77591,TX,Texas City,29.389097,-94.994204
77597,TX,Wallisville,29.859096,-94.675896
77598,TX,Webster,29.55641,-95.143985
77611,TX,Bridge City,30.04054,-93.847293
77612,TX,Buna,30.413209,-93.991263
77614,TX,Deweyville,30.289295,-93.77305
77616,TX,Fred,30.598657,-94.185948
77619,TX,Groves,29.944779,-93.915187
77622,TX,Hamshire,29.866769,-94.318739
77624,TX,Hillister,30.689911,-94.407588
77625,TX,Kountze,30.370316,-94.325905
77627,TX,Nederland,29.971609,-94.001192
77630,TX,West Orange,30.125167,-93.771883
77640,TX,Port Acres,29.882557,-93.962562
77642,TX,Port Arthur,29.92119,-93.926962
77650,TX,Crystal Beach,29.459788,-94.611678
77651,TX,Port Neches,29.976983,-93.962624
77656,TX,Silsbee,30.324387,-94.190726
77659,TX,Sour Lake,30.149134,-94.373341
77660,TX,Spurger,30.778057,-94.212745
77662,TX,Vidor,30.15018,-94.000779
77664,TX,Warren,30.597776,-94.411974
77665,TX,Winnie,29.815676,-94.339499
77701,TX,Beaumont,30.068805,-94.103896
77702,TX,Beaumont,30.087057,-94.125412
77703,TX,Beaumont,30.113201,-94.119698
77705,TX,Beaumont,30.021128,-94.115673
77706,TX,Beaumont,30.094834,-94.164816
77707,TX,Beaumont,30.068567,-94.175541
77708,TX,Beaumont,30.139957,-94.160357
77713,TX,Beaumont,30.084996,-94.260719
77801,TX,Bryan,30.632698,-96.36616
77802,TX,Bryan,30.658171,-96.335143
77803,TX,Bryan,30.691293,-96.371398
77830,TX,Anderson,30.544291,-96.001822
77831,TX,Singleton,30.764059,-95.933569
77833,TX,Brenham,30.17736,-96.402769
77835,TX,Burton,30.176744,-96.592475
77836,TX,Caldwell,30.529819,-96.714292
77837,TX,Calvert,30.978211,-96.67107
77840,TX,College Station,30.604476,-96.31227
77843,TX,College Station,30.614738,-96.340001
77845,TX,College Station,30.511811,-96.317113
77850,TX,Concord,31.263144,-96.102643
77853,TX,Dime Box,30.35786,-96.824781
77856,TX,Franklin,31.035013,-96.442643
77859,TX,Hearne,30.86686,-96.584256
77861,TX,Iola,30.732637,-96.091075
77864,TX,Madisonville,30.953335,-95.909094
77865,TX,Marquez,31.230889,-96.237499
77868,TX,Navasota,30.357645,-96.059357
77871,TX,Hilltop Lakes,31.087473,-96.147274
77872,TX,North Zulch,30.928531,-96.092486
77873,TX,Richards,30.538166,-95.861053
77879,TX,Somerville,30.407585,-96.535825
77880,TX,Washington,30.31819,-96.224948
77901,TX,Victoria,28.808953,-96.999347
77904,TX,Victoria,28.867482,-96.998993
77951,TX,Bloomington,28.68898,-96.884076
77954,TX,Cuero,29.090969,-97.281247
77957,TX,Edna,28.952714,-96.648766
77962,TX,Ganado,29.03084,-96.503078
77963,TX,Goliad,28.699257,-97.378321
77964,TX,Hallettsville,29.442609,-96.923423
77968,TX,Inez,28.899416,-96.800294
77971,TX,Lolita,28.772449,-96.47933
77974,TX,Meyersville,28.922921,-97.304161
77975,TX,Moulton,29.569992,-97.103122
77979,TX,Port Lavaca,28.601135,-96.625941
77982,TX,Port O Connor,28.140032,-96.775131
77983,TX,Seadrift,28.410113,-96.702279
77984,TX,Shiner,29.428038,-97.163955
77990,TX,Tivoli,28.440122,-96.887172
77994,TX,Westhoff,29.054983,-97.351102
77995,TX,Yoakum,29.283954,-97.13063
78002,TX,Atascosa,29.270501,-98.74212
78003,TX,Bandera,29.72755,-99.045279
78004,TX,Bergheim,29.839873,-98.593258
78005,TX,Bigfoot,29.053073,-98.85823
78006,TX,Sisterdale,29.77774,-98.713406
78007,TX,Calliham,28.417682,-98.407873
78008,TX,Campbellton,28.76699,-98.256573
78009,TX,Castroville,29.35532,-98.882391
78010,TX,Camp Verde,29.939658,-99.00714
78011,TX,Charlotte,28.864871,-98.707001
78013,TX,Comfort,29.979072,-98.843772
78014,TX,Cotulla,28.439837,-99.232818
78016,TX,Devine,29.152078,-98.908994
78017,TX,Dilley,28.678201,-99.174684
78019,TX,Encinal,28.051329,-99.340902
78021,TX,Fowlerton,28.488666,-98.851821
78022,TX,George West,28.320388,-98.116159
78023,TX,Grey Forest,29.592203,-98.703534
78024,TX,Hunt,30.002694,-99.482329
78025,TX,Ingram,30.073126,-99.269022
78026,TX,Jourdanton,28.902985,-98.544037
78027,TX,Kendalia,29.940619,-98.516556
78028,TX,Kerrville,30.041647,-99.140817
78039,TX,La Coste,29.308178,-98.812466
78040,TX,Laredo,27.515538,-99.498579
78041,TX,Laredo,27.556933,-99.490653
78043,TX,Rio Bravo,27.481537,-99.465488
78052,TX,Lytle,29.236568,-98.794489
78053,TX,Mc Coy,28.792661,-98.371565
78055,TX,Medina,29.790689,-99.306431
78056,TX,Mico,29.59105,-98.882106
78057,TX,Moore,29.035377,-98.987403
78058,TX,Mountain Home,30.213249,-99.318607
78059,TX,Natalia,29.211669,-98.855158
78060,TX,Oakville,28.464402,-98.055392
78061,TX,Pearsall,28.892317,-99.094361
78063,TX,Lakehills,29.631513,-98.922118
78064,TX,Pleasanton,28.992368,-98.483061
78065,TX,Poteet,29.099405,-98.624071
78066,TX,Riomedina,29.490395,-98.866865
78067,TX,San Ygnacio,27.062523,-99.427148
78069,TX,Somerset,29.211561,-98.621401
78070,TX,Spring Branch,29.923815,-98.378786
78071,TX,Three Rivers,28.475646,-98.178162
78072,TX,Tilden,28.419755,-98.569322
78073,TX,Von Ormy,29.274979,-98.667741
78075,TX,Whitsett,28.637316,-98.256484
78076,TX,Zapata,26.88966,-99.250625
78101,TX,Adkins,29.380542,-98.26504
78102,TX,Beeville,28.422246,-97.761571
78108,TX,Cibolo,29.574971,-98.227983
78109,TX,Converse,29.517331,-98.321673
78111,TX,Ecleto,29.020128,-97.741185
78112,TX,Elmendorf,29.230793,-98.371982
78113,TX,Falls City,28.981413,-98.015632
78114,TX,Floresville,29.169338,-98.193589
78116,TX,Gillett,29.051353,-97.834325
78117,TX,Hobson,28.944499,-97.970743
78118,TX,Karnes City,28.882757,-97.90707
78119,TX,Kenedy,28.804584,-97.845601
78121,TX,La Vernia,29.350905,-98.112971
78122,TX,Leesville,29.396142,-97.756622
78123,TX,Mc Queeney,29.605655,-98.037591
78124,TX,Marion,29.56835,-98.151709
78130,TX,Canyon Lake,29.694733,-98.113041
78132,TX,Canyon Lake,29.72939,-98.167212
78133,TX,Canyon Lake,29.870984,-98.249412
78140,TX,Nixon,29.301649,-97.752898
78141,TX,Nordheim,28.914225,-97.594579
78147,TX,Poth,29.06191,-98.08247
78148,TX,Randolph A F B,29.551608,-98.306742
78150,TX,Randolph A F B,29.53021,-98.279193
78151,TX,Runge,28.887556,-97.713824
78152,TX,Saint Hedwig,29.435284,-98.195223
78154,TX,Selma,29.568159,-98.272214
78155,TX,Seguin,29.561316,-97.962801
78159,TX,Smiley,29.265529,-97.622712
78160,TX,Stockdale,29.231907,-97.935082
78161,TX,Sutherland Sprin,29.277831,-98.070794
78163,TX,Wetmore,29.780175,-98.437846
78164,TX,Yorktown,28.989191,-97.512056
78201,TX,Balcones Heights,29.468525,-98.526352
78202,TX,San Antonio,29.427462,-98.460112
78203,TX,San Antonio,29.414799,-98.460127
78204,TX,San Antonio,29.400217,-98.5063
78205,TX,San Antonio,29.423711,-98.492509
78207,TX,San Antonio,29.422855,-98.525967
78208,TX,San Antonio,29.440039,-98.458983
78209,TX,Alamo Heights,29.488623,-98.455774
78210,TX,San Antonio,29.397718,-98.465796
78211,TX,San Antonio,29.358366,-98.545219
78212,TX,Olmos Park,29.461181,-98.495815
78213,TX,Castle Hills,29.513406,-98.522679
78214,TX,San Antonio,29.364115,-98.492436
78215,TX,San Antonio,29.441338,-98.479338
78216,TX,San Antonio,29.533387,-98.497511
78217,TX,San Antonio,29.539525,-98.419444
78218,TX,San Antonio,29.496852,-98.403184
78219,TX,Kirby,29.448794,-98.397315
78220,TX,San Antonio,29.410641,-98.412791
78221,TX,San Antonio,29.330913,-98.505417
78222,TX,San Antonio,29.383113,-98.396005
78223,TX,San Antonio,29.357869,-98.435628
78224,TX,San Antonio,29.337432,-98.539335
78225,TX,San Antonio,29.387497,-98.524494
78226,TX,San Antonio,29.393001,-98.551095
78227,TX,San Antonio,29.402687,-98.643311
78228,TX,San Antonio,29.458937,-98.569871
78229,TX,San Antonio,29.504228,-98.569726
78230,TX,San Antonio,29.540738,-98.552117
78231,TX,Shavano Park,29.571434,-98.536817
78232,TX,Hollywood Park,29.582833,-98.4673
78233,TX,Live Oak,29.554741,-98.369128
78234,TX,Fort Sam Houston,29.461961,-98.435404
78235,TX,Brooks A F B,29.341733,-98.439444
78236,TX,Wilford Hall U S,29.394267,-98.613367
78237,TX,San Antonio,29.420758,-98.564546
78238,TX,Leon Valley,29.476833,-98.615451
78239,TX,Windcrest,29.515686,-98.361604
78240,TX,San Antonio,29.518896,-98.600566
78241,TX,Kelly A F B,29.392432,-98.578063
78242,TX,San Antonio,29.350905,-98.610927
78244,TX,San Antonio,29.479264,-98.347585
78245,TX,San Antonio,29.418927,-98.689494
78247,TX,Wetmore,29.577604,-98.409783
78248,TX,San Antonio,29.58936,-98.520105
78249,TX,San Antonio,29.561245,-98.611666
78250,TX,San Antonio,29.505394,-98.668765
78251,TX,San Antonio,29.459743,-98.655472
78252,TX,San Antonio,29.346015,-98.646395
78253,TX,San Antonio,29.459923,-98.747931
78254,TX,San Antonio,29.54091,-98.724841
78255,TX,San Antonio,29.636875,-98.655572
78256,TX,San Antonio,29.616946,-98.625215
78257,TX,San Antonio,29.64953,-98.613701
78258,TX,San Antonio,29.65624,-98.496699
78259,TX,San Antonio,29.628331,-98.444495
78260,TX,San Antonio,29.702578,-98.475908
78261,TX,San Antonio,29.705463,-98.419092
78263,TX,San Antonio,29.36143,-98.317386
78264,TX,San Antonio,29.173345,-98.472272
78266,TX,Garden Ridge,29.644226,-98.312774
78332,TX,Alice,27.743171,-98.083622
78336,TX,Aransas Pass,27.909498,-97.159091
78338,TX,Armstrong,26.738706,-97.709291
78340,TX,Bayside,28.096758,-97.210643
78343,TX,Bishop,27.588564,-97.783031
78344,TX,Bruni,27.435329,-98.850108
78349,TX,Concepcion,27.544266,-98.381489
78353,TX,Encino,26.924862,-98.192168
78355,TX,Falfurrias,27.22416,-98.140844
78357,TX,Freer,27.879984,-98.606129
78358,TX,Fulton,28.223448,-96.808377
78360,TX,Guerra,26.912753,-98.918886
78361,TX,Hebbronville,27.2997,-98.682888
78362,TX,Ingleside,27.868238,-97.206906
78363,TX,Kingsville Naval,27.507418,-97.859598
78368,TX,Mathis,28.080208,-97.809659
78369,TX,Mirando City,27.445038,-99.001117
78370,TX,Odem,27.940306,-97.583752
78372,TX,Orange Grove,27.948659,-97.983835
78374,TX,Portland,27.893547,-97.316931
78375,TX,Premont,27.354444,-98.133018
78376,TX,Realitos,27.416283,-98.535493
78377,TX,Refugio,28.316944,-97.276665
78379,TX,Riviera,27.321735,-97.778707
78380,TX,Robstown,27.798395,-97.699523
78382,TX,Rockport,28.030778,-97.068773
78383,TX,Sandia,28.070879,-97.897849
78384,TX,San Diego,27.76535,-98.250297
78385,TX,Sarita,27.149622,-97.857627
78387,TX,Sinton,28.033895,-97.519582
78389,TX,Skidmore,28.230577,-97.666071
78390,TX,Taft,27.976517,-97.396623
78391,TX,Tynan,28.169341,-97.754881
78393,TX,Woodsboro,28.223222,-97.31921
78401,TX,Corpus Christi,27.794086,-97.402994
78402,TX,Corpus Christi,27.82621,-97.385659
78404,TX,Corpus Christi,27.768329,-97.401255
78405,TX,Corpus Christi,27.776234,-97.427132
78406,TX,Corpus Christi,27.768412,-97.51445
78407,TX,Corpus Christi,27.804195,-97.435597
78408,TX,Corpus Christi,27.794477,-97.43815
78409,TX,Corpus Christi,27.814555,-97.527034
78410,TX,Corpus Christi,27.84585,-97.596002
78411,TX,Corpus Christi,27.731139,-97.387732
78412,TX,Corpus Christi,27.70608,-97.353694
78413,TX,Corpus Christi,27.691041,-97.39832
78414,TX,Corpus Christi,27.677016,-97.365016
78415,TX,Corpus Christi,27.726204,-97.40778
78416,TX,Corpus Christi,27.753593,-97.43468
78417,TX,Corpus Christi,27.728964,-97.449429
78418,TX,Corpus Christi,27.668531,-97.266558
78419,TX,Corpus Christi,27.692502,-97.27636
78473,TX,Corpus Christi,27.79515,-97.396624
78501,TX,Mcallen,26.21544,-98.235871
78503,TX,Mcallen,26.177115,-98.251974
78504,TX,Mcallen,26.255645,-98.230253
78516,TX,Alamo,26.190578,-98.116445
78520,TX,Brownsville,25.933743,-97.517413
78521,TX,Brownsville,25.922103,-97.461236
78536,TX,Delmita,26.656571,-98.396553
78537,TX,Donna,26.167138,-98.052925
78538,TX,Monte Alto,26.304208,-97.975473
78539,TX,Edinburg,26.304221,-98.156922
78547,TX,Garciasville,26.312894,-98.669112
78548,TX,Grulla,26.293714,-98.596041
78549,TX,Hargill,26.433812,-97.99933
78550,TX,Harlingen,26.195142,-97.688981
78552,TX,Harlingen,26.183069,-97.746771
78557,TX,Hidalgo,26.102832,-98.253641
78559,TX,La Feria,26.166556,-97.826115
78563,TX,Linn,26.542054,-98.17987
78566,TX,Bayview,26.091068,-97.490402
78569,TX,Lyford,26.408926,-97.781653
78570,TX,Mercedes,26.15133,-97.918503
78572,TX,Alton,26.24153,-98.342647
78577,TX,Pharr,26.177053,-98.187022
78578,TX,Port Isabel,26.08764,-97.254389
78580,TX,Raymondville,26.479243,-97.79666
78582,TX,Rio Grande City,26.394194,-98.810444
78583,TX,Rio Hondo,26.233855,-97.551311
78584,TX,Roma,26.421545,-99.002479
78586,TX,San Benito,26.133659,-97.644748
78588,TX,San Isidro,26.721404,-98.416147
78589,TX,San Juan,26.204375,-98.153729
78590,TX,San Perlita,26.483156,-97.615699
